M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24
0.000457431422547,5.49445394427e-05,-0.000756121939048,-0.00158988358453,-0.00241150800139,-0.00344748329371,-0.00293974019587,-0.00215719919652,-0.00405272189528,-0.00357419718057,-0.00408330466598,-0.00439585652202,-0.00461173150688,-0.00443804543465,-0.00520733464509,-0.00540987867862,-0.00609142612666,-0.00821582879871,-0.00699084531516,-0.00535180326551,-0.00800021644682,-0.00710705760866,-0.00727161299437,-0.00775138381869
0.000196676235646,0.000293309334666,-7.47265294194e-05,-9.2898029834e-05,-0.000549785792828,-0.000554113648832,-0.00122868828475,-0.000942755490541,-0.000150107778609,-0.000511790625751,-0.00181783828884,-0.00282677914947,-0.00247046817094,-0.00151936803013,-0.000837943516672,-0.00100248772651,-0.00171224121004,-0.000674677081406,-0.00112060364336,-0.000959512777627,0.000559343956411,5.95031306148e-05,-0.00157927256078,-0.0027045821771
-7.19119561836e-05,-0.000273319892585,-0.000144165824167,-0.000235286192037,-0.000329582486302,-0.000630278838798,-0.000786810647696,-0.000723425764591,-0.000848973635584,-0.000887311529368,-0.000980348791927,-0.00137412454933,-0.00148466136307,-0.0015194020234,-0.00131987547502,-0.0013310983777,-0.00132505968213,-0.00105730909854,-0.00106526724994,-0.00108089996502,-0.00107266195118,-0.00126458518207,-0.00124913547188,-0.0016421591863
0.000250032637268,0.00102712959051,-0.00162256415933,-0.00155059248209,-0.00243588257581,-0.00358109828085,-0.0070668766275,-0.00659204181284,-0.00469460617751,-0.00460612494498,-0.0060511091724,-0.00811205338687,-0.00737549457699,-0.00451579596847,-0.00487571116537,-0.00375362392515,-0.00413225870579,-0.00418002810329,-0.0068150376901,-0.00620244722813,-0.00322152208537,-0.00335545744747,-0.0047212569043,-0.0071511818096
-0.00248181493953,-0.00183500628918,-0.0033768909052,-0.00330596603453,-0.00383543781936,-0.00366282928735,-0.00602384004742,-0.00565184932202,-0.00376298185438,-0.00436664465815,-0.00664519052953,-0.00863794703037,-0.00818823929876,-0.00602975767106,-0.00511899683625,-0.00456095952541,-0.00519577693194,-0.00369383301586,-0.00548269879073,-0.0049529178068,-0.00181080307811,-0.00246876012534,-0.0047079352662,-0.00678394641727
-0.000368936918676,-0.000178711023182,-0.000179282855242,-0.000240061432123,-0.000582998152822,-0.000715833622962,-0.00118930917233,-0.00119362678379,-0.00103935040534,-0.00144607480615,-0.00236061681062,-0.00322126876563,-0.00338325742632,-0.00325983576477,-0.0029033087194,-0.00315914582461,-0.00367821753025,-0.00305776391178,-0.00317619927227,-0.00308152940124,-0.00231164786965,-0.00256991013885,-0.00350891239941,-0.00423883553594
0.000246161594987,0.000343196559697,0.000532772857696,0.000367571599782,8.50716605783e-05,0.000349637120962,7.17304646969e-06,0.000207207165658,0.000729559920728,0.000508437864482,-0.000551833771169,-0.00142994802445,-0.00134564656764,-0.000842939130962,-0.000379380770028,-0.000626148656011,-0.00119955930859,-0.000453351996839,-0.000672456808388,-0.0006442097947,0.000248124822974,-0.000120652839541,-0.00130072049797,-0.00216002296656
0.000677412375808,0.000262880232185,0.000146151054651,-0.000149839557707,-0.000142411328852,-0.000215746462345,-0.000398125033826,-0.000371568836272,-0.000673383940011,-0.000797739718109,-0.000703814905137,-0.00106946565211,-0.00119522772729,-0.00127069139853,-0.00116701913066,-0.00101745699067,-0.000638681754936,-0.000446892314358,-0.000497500586789,-0.000454822788015,-0.000714861089364,-0.000967767206021,-0.000468537444249,-0.000730098225176
0.000810667756014,-2.29690922424e-05,-0.000537544954568,-0.00150266755372,-0.00265700090677,-0.00301896780729,-0.00175126735121,-0.00103440601379,-0.000986306928098,-0.000456794165075,-0.000313128344715,0.000426339916885,0.00101902056485,0.00171396229416,0.0030874768272,0.00354744959623,0.00290066096932,0.0022058384493,0.00448215845972,0.00606808532029,0.00534043554217,0.00569103751332,0.00591096747667,0.00600500125438
-0.000154992099851,-9.58405435085e-05,6.76694326103e-05,-5.3592491895e-05,-0.000131147447973,3.96706163883e-05,-3.65106388927e-05,-0.000156832393259,-0.000180608127266,-0.00038625439629,-0.000401809345931,-0.000766606535763,-0.000673088245094,-0.000733521766961,-0.000567687675357,-0.000540709355846,-0.000578637002036,-0.000295443227515,-0.00032304180786,-0.000476520508528,-0.000437594018877,-0.000628457404673,-0.000492005608976,-0.000756878871471
