M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24
-7.66982557252e-05,-0.000164135708474,-0.000200399546884,-0.00011718890164,-0.000118555035442,-0.000156570691615,-9.15662385523e-05,6.22890656814e-05,0.000130899832584,0.000254800892435,0.000689282431267,0.00104307325091,0.00130277615972,0.00115174648818,0.00160282291472,0.00271928193979,0.00259570823982,0.00238183396868,0.00219217920676,0.00233331788331,0.00216619018465,0.00202345522121,0.00242030015215,0.00255956826732
-0.000170405139215,-0.000161162693985,-1.29143008962e-05,0.000111672910862,-0.000257110805251,0.000187858357094,0.000256281695329,-0.000654444680549,-0.000464114011265,-0.000549162388779,-0.000621679821052,-0.000312841148116,-0.00057538470719,-1.18088210002e-05,-4.63804462925e-05,0.000218069530092,-0.00023735279683,-0.000275129103102,-1.67764956132e-05,-0.00116889143828,-0.000793420360424,-0.000753804692067,-0.000850045704283,-0.000494860694744
-0.000149576575495,-0.000164522673003,-0.000211689737625,-0.000298350234516,-0.000377191114239,-0.000228008837439,-0.00027759198565,-0.000556504004635,-0.000349105452187,-0.000388498301618,-0.000419788178988,-0.000102369696833,-5.88413095102e-05,1.24180223793e-06,-2.0939973183e-05,0.000216160784476,0.00021308043506,0.000234302482568,0.000223864219151,-5.11613907292e-05,0.000164568773471,8.75144032761e-05,6.31626462564e-05,0.000310148927383
-0.00025705259759,-0.000937143457122,-0.000175776542164,0.00106997077819,-0.00118064100388,-0.00129487051163,-0.00138079526369,-0.00592233007774,-0.00700952624902,-0.00660909293219,-0.00177129881922,-0.000265920185484,0.00127805990633,0.00438087480143,0.00642671482638,0.00998236052692,0.00886864960194,0.00919777713716,0.0114357750863,0.00768071273342,0.00708934338763,0.00883345119655,0.0146550424397,0.0160961933434
-0.000100390636362,-0.00118950067554,-0.000199861475267,0.000554167083465,4.61790477857e-05,0.00143587624189,0.00224179076031,0.000339172198437,0.000428957282566,0.000551338656805,0.00215093838051,0.00288744876161,0.00299169076607,0.00464917300269,0.00553325610235,0.00710648531094,0.00564476521686,0.00538455182686,0.0062437527813,0.00376969808713,0.00374409789219,0.00396660575643,0.00585070857778,0.0064034932293
-0.000103601370938,-0.000229370663874,-0.000299786799587,-0.000262384419329,-0.000440757838078,-0.000138233066536,-0.00010810571257,-0.000724320416339,-0.00045967346523,-0.000516996835358,-0.000605654087849,-0.00029806944076,-0.00034534803126,-7.80822010711e-05,-0.000123166129924,0.000149101368152,1.81942014024e-05,0.000239949091338,0.000470153405331,-0.000247108866461,0.000129412277602,0.000130317057483,-3.05731082335e-05,0.000286343856715
0.000702658086084,0.000930918729864,0.000856790109538,0.00062802748289,0.000387498992495,0.000615663244389,0.00068531872239,1.77262118086e-05,0.000365824787878,0.000399345881306,0.000157445552759,0.000411789282225,8.9839915745e-05,0.000334589625709,0.000175695749931,0.000236338353716,1.38123286888e-05,9.89192631096e-06,0.000183835043572,-0.000588943366893,-0.000188971520402,-0.000159172923304,-0.000365751911886,-5.16833970323e-05
0.00298275519162,0.00256979139522,0.00218458496965,0.00139418162871,0.00114467402454,0.000968709005974,0.00085563166067,0.000571011682041,0.000707611558028,0.000653764465824,0.000485736061819,0.000605244305916,0.000502943177707,0.000408790714573,0.000467121019028,0.000793639221229,0.000783745781519,0.0006802364951,0.000593255856074,0.000508790952154,0.000606268760748,0.00047481211368,0.000530600431375,0.000720904557966
-0.00065967917908,-0.000800249516033,-0.000991230481304,-0.00104800111149,-0.00111240090337,-0.00116772728506,-0.000620798789896,8.3017279394e-05,-0.000199036323465,-7.21003161743e-05,0.000450245453976,0.000357112730853,0.000210398691706,-0.000332999625243,0.000791410333477,0.00278137018904,0.00245219329372,0.0019621164538,0.00211038207635,0.00296156108379,0.0023951632902,0.00223270663992,0.00273158447817,0.00250420114025
-8.59628198668e-05,9.85956285149e-06,-7.65608856454e-05,-5.48047246411e-05,-6.97980867699e-05,-0.00014949881006,-0.000164281227626,-0.000395647133701,-0.000191247672774,-0.00024282222148,-0.0002679299796,1.05985673144e-05,-3.00999963656e-05,4.44947509095e-05,1.4532241039e-05,0.000164615106769,0.000137306400575,1.71700958163e-06,-5.65281370655e-05,-0.000278237857856,-0.000108349951915,-0.000209399149753,-0.000218786415644,2.50219600275e-05
