Year,Month,State,Megawatthours,Temp,Count,price
2007,1,AK,0.00484369514695,0.555260361318,0.00200325856504,0.260951780649
2007,1,AL,0.170450849198,0.774176408077,0.0934389810283,0.0740624015128
2007,1,AR,0.0831846913241,0.738044633369,0.0533943493447,0.068389536716
2007,1,AZ,0.131888379175,0.733262486716,0.152387165323,0.0907658367476
2007,1,CA,0.526465096533,0.746546227418,0.894473906451,0.245193822881
2007,1,CO,0.0972225144217,0.629117959617,0.109548241457,0.0983296564765
2007,1,CT,0.058059336132,0.692348565356,0.0857765412383,0.388591238575
2007,1,DC,0.0136427963338,0.733793836344,5.49014921903e-05,0.195083517176
2007,1,DE,0.0140326362202,0.739107332625,0.0108222467305,0.197289631264
2007,1,FL,0.429841012029,0.851753453773,0.47247468476,0.174283012922
2007,1,GA,0.260881293124,0.787460148778,0.160059358202,0.0791049479987
2007,1,HI,0.0112917350939,0.881509032944,0.014755389631,0.453829183738
2007,1,IA,0.0808059505796,0.640807651435,0.0563229241181,0.0583044437441
2007,1,ID,0.0414074965018,0.636025504782,0.0293104857006,0.00346675070911
2007,1,IL,0.287847795883,0.687035069075,0.309167741821,0.114717932556
2007,1,IN,0.212971730743,0.697130712009,0.133247148756,0.0431768042862
2007,1,KS,0.0696968953679,0.66950053135,0.055261581389,0.0520012606366
2007,1,KY,0.183367361511,0.727948990436,0.0773422510581,0.0242672549638
2007,1,LA,0.143271151238,0.78958554729,0.0867679975973,0.107784431138
2007,1,MA,0.107092487647,0.684909670563,0.157769578437,0.358651118815
2007,1,MD,0.12587438876,0.730605738576,0.124281541311,0.174283012922
2007,1,ME,0.0158399963702,0.617959617428,0.034952679758,0.306334699023
2007,1,MI,0.211193213509,0.654091392136,0.264444857103,0.11786952411
2007,1,MN,0.129193360099,0.603081827843,0.101245456498,0.0731169240466
2007,1,MO,0.166084492196,0.694473963868,0.122290167304,0.0343523479357
2007,1,MS,0.0817447753845,0.771519659936,0.0409122690302,0.0920264733691
2007,1,MT,0.026072614732,0.641870350691,0.0134068798029,0.0715411282698
2007,1,NC,0.255146061013,0.760892667375,0.205938080805,0.0901355184368
2007,1,ND,0.0175754673692,0.598831030818,0.00549538100828,0.0378190986448
2007,1,NE,0.0492438744675,0.640807651435,0.0286497300946,0.0315159155373
2007,1,NH,0.0141039194275,0.640276301807,0.0285394103903,0.306334699023
2007,1,NJ,0.150638189514,0.721041445271,0.228493809857,0.208635360857
2007,1,NM,0.0353579735539,0.689691817216,0.0322080572784,0.0737472423574
2007,1,NV,0.0551469529616,0.671625929862,0.0600303250007,0.152537031201
2007,1,NY,0.28550783553,0.659936238045,0.48175658939,0.305389221557
2007,1,OH,0.324710303204,0.701381509033,0.293600972725,0.094547746612
2007,1,OK,0.102503749337,0.712539851222,0.0711505253588,0.0551528521904
2007,1,OR,0.109601869835,0.686503719447,0.0778917826999,0.0699653324929
2007,1,PA,0.304254591913,0.692348565356,0.347755417082,0.130160731169
2007,1,RI,0.00575629471197,0.700318809777,0.0155632812361,0.264418531358
2007,1,SC,0.153003042031,0.783209351753,0.0895051276379,0.0746927198235
2007,1,SD,0.0135917031679,0.632837407014,0.00518896609187,0.0576741254333
2007,1,TN,0.197478624975,0.739638682253,0.118510102682,0.0718562874251
2007,1,TX,0.673449421789,0.751859723698,0.49370967768,0.166719193193
2007,1,UT,0.047514996135,0.645058448459,0.0417073718171,0.0384494169556
2007,1,VA,0.225954315147,0.738044633369,0.178657464746,0.0690198550268
2007,1,VT,0.00310761820433,0.629649309245,0.00445677395602,0.226284273558
2007,1,WA,0.198787657093,0.678002125399,0.141395434456,0.0564134888118
2007,1,WI,0.135054895099,0.63390010627,0.137903957913,0.114402773401
2007,1,WV,0.0658617812551,0.714665249734,0.0486091998753,0.0163882760794
2007,1,WY,0.0239583562582,0.613708820404,0.00125698581119,0.0173337535455
2007,2,AK,0.00351883578162,0.558448459086,0.00197173864952,0.25338796092
2007,2,AL,0.166228585589,0.764080765143,0.0936508361982,0.0841474944847
2007,2,AR,0.0837384026027,0.743358129649,0.0532981748483,0.0690198550268
2007,2,AZ,0.112916454142,0.774176408077,0.152739762083,0.0929719508352
2007,2,CA,0.454660171791,0.774176408077,0.844224637529,0.231326820044
2007,2,CO,0.0837577927985,0.673219978746,0.109679552908,0.0967538606997
2007,2,CT,0.0567588114624,0.649840595112,0.0859969868769,0.393948944217
2007,2,DC,0.0137394079844,0.678002125399,4.5019223596e-05,0.195713835487
2007,2,DE,0.0147417599182,0.683315621679,0.0108374253784,0.196344153798
2007,2,FL,0.40073259553,0.834750265675,0.478430269453,0.176804286165
2007,2,GA,0.252704568747,0.774176408077,0.160434109328,0.0920264733691
2007,2,HI,0.00855667526396,0.871944739639,0.0147494473519,0.473999369682
2007,2,IA,0.0771081675286,0.608395324123,0.0563522479739,0.0605105578317
2007,2,ID,0.0329137424232,0.689691817216,0.029356796724,0.00315159155373
2007,2,IL,0.269768134947,0.641339001063,0.312035408233,0.115663410022
2007,2,IN,0.215012306473,0.633368756642,0.133242498276,0.0485345099275
2007,2,KS,0.0651392783221,0.685441020191,0.0553770682926,0.0535770564135
2007,2,KY,0.180650625416,0.684378320935,0.0774111039883,0.0315159155373
2007,2,LA,0.143764559007,0.794899043571,0.0860131343746,0.117554364954
2007,2,MA,0.104645541889,0.645058448459,0.151411533512,0.353923731484
2007,2,MD,0.131483245271,0.676408076514,0.124027379697,0.174598172077
2007,2,ME,0.013602707104,0.587672688629,0.0349575240073,0.313583359597
2007,2,MI,0.194967715809,0.606801275239,0.264619895978,0.125433343839
2007,2,MN,0.122160826938,0.566950053135,0.101329423486,0.0781594705326
2007,2,MO,0.160675088087,0.682252922423,0.122335638658,0.0327765521588
2007,2,MS,0.0830095493806,0.77045696068,0.0409593551335,0.0951780649228
2007,2,MT,0.0221446700569,0.642933049947,0.0134681757042,0.068389536716
2007,2,NC,0.259200744855,0.733793836344,0.20625573438,0.0917113142137
2007,2,ND,0.0168907026047,0.566950053135,0.00550203377734,0.0365584620233
2007,2,NE,0.0468302313706,0.648777895855,0.0286685257819,0.0305704380712
2007,2,NH,0.0132705288123,0.605738575983,0.0285346307309,0.294358651119
2007,2,NJ,0.141727570464,0.670031880978,0.229715141993,0.221556886228
2007,2,NM,0.0303692155047,0.734325185972,0.032295124586,0.086038449417
2007,2,NV,0.0452337880754,0.721572794899,0.0596790200407,0.152537031201
2007,2,NY,0.281740296249,0.61211477152,0.479839493873,0.308855972266
2007,2,OH,0.319187442211,0.629117959617,0.291168836621,0.0917113142137
2007,2,OK,0.0911076707518,0.7348565356,0.0712367529966,0.0636621493854
2007,2,OR,0.094656924903,0.719978746015,0.0779946099653,0.0705956508037
2007,2,PA,0.303664984535,0.632837407014,0.345197330496,0.131106208635
2007,2,RI,0.00571050961216,0.660998937301,0.0155821415134,0.255278915853
2007,2,SC,0.149920243277,0.766206163656,0.0896527157669,0.0794201071541
2007,2,SD,0.0130820561092,0.606801275239,0.00530496971537,0.0576741254333
2007,2,TN,0.213766753008,0.716790648247,0.118828725107,0.0712259691144
2007,2,TX,0.627060850603,0.788522848034,0.494150052237,0.168610148125
2007,2,UT,0.0402029775391,0.708289054198,0.0417971519044,0.044752600063
2007,2,VA,0.228435993594,0.695536663124,0.178922735838,0.0693350141822
2007,2,VT,0.00223716807742,0.594048884166,0.00444411431782,0.230066183423
2007,2,WA,0.185832776431,0.715196599362,0.140415152166,0.052316419792
2007,2,WI,0.131101694693,0.588204038257,0.137481733143,0.11849984242
2007,2,WV,0.0660599975316,0.654622741764,0.0486243139332,0.0176489127009
2007,2,WY,0.0213728675511,0.657810839532,0.00125046222212,0.0201701859439
2007,3,AK,0.00355415017571,0.524973432519,0.00200429200489,0.272612669398
2007,3,AL,0.157748453123,0.844845908608,0.0937525008437,0.0787897888434
2007,3,AR,0.07637422438,0.842189160468,0.0534158578116,0.0743775606681
2007,3,AZ,0.115576425439,0.815621679065,0.153097719812,0.097069019855
2007,3,CA,0.4824586109,0.815090329437,0.891052962178,0.228490387646
2007,3,CO,0.086334507442,0.741232731137,0.109844192795,0.10148124803
2007,3,CT,0.0584640095183,0.712539851222,0.0864447892832,0.381027418847
2007,3,DC,0.0117719575304,0.772051009564,3.80435045883e-05,0.215884021431
2007,3,DE,0.0150285166762,0.766206163656,0.0108952980101,0.196974472108
2007,3,FL,0.386053974937,0.878320935175,0.478627979415,0.179010400252
2007,3,GA,0.240423836717,0.844845908608,0.16035124037,0.0872990860384
2007,3,HI,0.0113788455485,0.0,0.0147947895254,0.443744090766
2007,3,IA,0.0770441798825,0.748140276302,0.0563595466429,0.0564134888118
2007,3,ID,0.0310095040075,0.732731137088,0.0294087270766,0.00850929719508
2007,3,IL,0.269633591226,0.781083953241,0.313512452143,0.10967538607
2007,3,IN,0.201977271588,0.775770456961,0.133152524419,0.0526315789474
2007,3,KS,0.060038081375,0.803931987248,0.0554769244184,0.0589347620548
2007,3,KY,0.17024082914,0.809245483528,0.0775108309341,0.026158209896
2007,3,LA,0.130515747214,0.862911795962,0.0875689780733,0.115348250867
2007,3,MA,0.105192902878,0.706695005313,0.160305316887,0.335014182162
2007,3,MD,0.117207043954,0.764612114772,0.124214367721,0.180901355184
2007,3,ME,0.0149350316947,0.663124335813,0.0387671708454,0.342262842736
2007,3,MI,0.198546346107,0.710945802338,0.264663946352,0.124487866373
2007,3,MN,0.120811051171,0.694473963868,0.101477722105,0.0775291522219
2007,3,MO,0.144127204144,0.807651434644,0.122395578169,0.0362433028679
2007,3,MS,0.0765047203977,0.851753453773,0.0411488621666,0.097069019855
2007,3,MT,0.0205931393028,0.732731137088,0.0135267588258,0.078474629688
2007,3,NC,0.233587435386,0.811902231668,0.206629193707,0.0948629057674
2007,3,ND,0.0146810928431,0.699256110521,0.00551727701517,0.0551528521904
2007,3,NE,0.0444546657707,0.768331562168,0.0292449268599,0.0463283958399
2007,3,NH,0.012681842468,0.675345377258,0.0285945056524,0.297195083517
2007,3,NJ,0.14715183231,0.743358129649,0.230396049676,0.214623384809
2007,3,NM,0.0310214774534,0.778958554729,0.0323781227242,0.0756381972896
2007,3,NV,0.0518398823558,0.769925611052,0.0600927835218,0.146233848093
2007,3,NY,0.277840346169,0.686503719447,0.480303056237,0.317365269461
2007,3,OH,0.310337635662,0.759298618491,0.293740810055,0.0929719508352
2007,3,OK,0.08739570862,0.835812964931,0.0713068977266,0.0583044437441
2007,3,OR,0.0902234051103,0.757173219979,0.0781464610337,0.0693350141822
2007,3,PA,0.308321491579,0.724760892667,0.345834898295,0.132997163568
2007,3,RI,0.0060675315922,0.721041445271,0.0156564845929,0.251497005988
2007,3,SC,0.140125576725,0.836875664187,0.0898862085837,0.0693350141822
2007,3,SD,0.0111754423946,0.739638682253,0.0054467447452,0.0655531043177
